סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1113      ,צור הדסה                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,8970      ,1150      ,2268      ,3293      ,1068      ,620       ,571
1114      ,שריגים )לי-און(          ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1101      ,64        ,228       ,426       ,177       ,138       ,68
1115      ,אביבים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,491       ,42        ,122       ,188       ,61        ,29        ,49
1117      ,יעל                      ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,32        ,3         ,4         ,14        ,5         ,5         ,1
1123      ,אדרת                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,868       ,79        ,247       ,298       ,138       ,50        ,56
1124      ,נאות הכיכר               ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,290       ,21        ,54        ,91        ,42        ,16        ,66
1125      ,אלמגור                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,425       ,41        ,98        ,123       ,62        ,10        ,91
1126      ,אילות                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,346       ,34        ,55        ,139       ,22        ,34        ,62
1127      ,מעלה גלבוע               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,722       ,123       ,242       ,263       ,30        ,30        ,34
1128      ,מי עמי                   ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,400       ,34        ,107       ,140       ,36        ,32        ,51
1129      ,גרופית                   ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,398       ,27        ,65        ,146       ,41        ,58        ,61
1130      ,כפר רוזנואלד )זרעית(     ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,298       ,20        ,56        ,99        ,49        ,14        ,60
